ThaiName,EnglishName,Type
บุญญาเวชสหคลินิก,,"organization, place"
บุญทัน,Bunthan,place
บุญนาคพัฒนา,Bunnak Phatthana,place
บุญเรือง,Bunrueang,place
บุญวิสุทธิ์คลินิกเวชกรรม,,"organization, place"
บุญศักดิ์ พลสนะ,Boonsak Ponsana,person
บุณฑริก,Boontharik,place
บุดี,Bu Di,place
บุเปือย,Bu Pueai,place
บุฝ้าย,Bu Fai,place
บุพราหมณ์,Bu Phram,place
บุโพธิ์,Bu Pho,place
บุรีรัมย์,Buri Ram,place
บุฤาษี,Bu Ruesi,place
บุสูง,Bu Sung,place
บุฮม,Bu Hom,place
บูกิต,Bu Kit,place
บูคาเรสต์,Bucharest,place
บูจุมบูรา,Bujumbura,place
บูดาเปสต์,Budapest,place
บูร์กินาฟาโซ,Burkina Faso,place
เบญจขร,Benchakhon,place
เบญจมาศคลินิกทันตแพทย์,,"organization, place"
เบญจลักษ์,Benchalak,place
เบตง,Betong,place
เบตง,Betong,place
เบรุต,Beirut,place
เบลเกรด,Belgrade,place
เบลโมแพน,Belmopan,place
เบลีซ,Belize,place
เบอร์ลิน,Berlin,place
เบาจืด,,other
เบาหวานขณะตั้งครรภ์,,other
เบิกไพร,Boek Phrai,place
เบิด,Boet,place
แบกแดด,Baghdad,place
แบร์น,Bern,place
แบริ่งเมดิคอลคลินิก,,"organization, place"
โบโกตา,Bogotá,place
โบสถ์,Bot,place
ปกรณ์ ฉัตรบริรักษ์,Pakorn Chatborirak,person
ปกาสัย,Pakasai,place
ปง,Mueang Phayao,place
ปง,Pong,place
ป่งขาม,Pong Kham,place
ปงดอน,Pong Don,place
ปงตาแดลกาดา,Ponta Delgada,place
ปงตำ,Pong Tam,place
ปงเตา,Pong Tao,place
ปงน้อย,Pong Noi,place
ปงป่าหวาย,Pong Pa Wai,place
ปงยางคก,Pong Yang Khok,place
ปงสนุก,Pong Sanuk,place
ปงแสนทอง,Pong Saen Thong,place
ป่งไฮ,,place
ปฏิญญาคอร์ฟู,Corfu Declaration,other
ปฏิญญาอาเซียน,ASEAN Declaration OR Bangkok Declaration,other
ปทุม,Pathum,place
ปทุมธานี,Pathum Thani,place
ปทุมรัตต์,Pathum Rat,place
ปทุมราชวงศา,Pathum Ratchawongsa,place
ปทุมวัน,Pathum Wan,place
ปทุมวาปี,Pathum Wapi,place
ปนัดดา วงศ์ผู้ดี,Panadda Wongphudee,person
ประกอบ,Prakop,place
ประโคนชัย,Prakhon Chai,place
ประโคนชัย,Prakhon Chai,place
ประจวบคีรีขันธ์,Prachuap Khiri Khan,place
ประจวบคีรีขันธ์,Prachuap Khiri Khan,place
ประจักษ์ศิลปาคม,Prachaksinlapakhom,place
ประจัน,Prachan,place
ประจันตคาม,Prachantakham,place
ประจันตคาม,Prachantakham,place
ประจำเดือนไม่มา (ประจำเดือนขาด),,other
ประชาชื่น  เอ็มอาร์ อิมเมจจิ้ง คลินิกเวชกรรม,,"organization, place"
ประชาชื่น บางแค เอ็มอาร์ อิมเมจจิ้ง คลินิกเวชกรรม,,"organization, place"
ประชาชื่นบางนา เอม อาร์ ไอ คลินิกเวชกรรมเฉพาะทางรังสี,,"organization, place"
ประชาธิปัตย์,Pracha Thipat,place
ประชาพัฒนา,Pracha Phatthana,place
ประชาสุขคลินิกเวชกรรม,,"organization, place"
ประชาสุขคลินิกเวชกรรม สาขาอินทามระ 4,,"organization, place"
ประชาสุขสันต์,Pracha Suksan,place
ประชาอุทิศเวชกรรมคลินิก,,"organization, place"
ประณีต,Pranit,place
ประดาง,Pradang,place
ประดิพัทธ์ไตเทียมคลินิกเวชกรรมเฉพาะทาง,,"organization, place"
ประดู่,Pradu,place
ประดู่งาม,Pradu Ngam,place
ประดู่ยืน,Pradu Yuen,place
ประตูชัย,Pratu Chai,place
ประตูป่า,Pratu Pa,place
ประทัดบุ,Prathat Bu,place
ประทาย,Prathai,place
ประทาย,Prathai,place
ประยุทธ์ จันทร์โอชา,Prayut Chan-o-cha,person
ประวิตร วงษ์สุวรรณ,Prawit Wongsuwon,person
ประวิทย์คลินิกเวชกรรม,,"organization, place"
ประเวศ,Prawet,place
ประศุก,Prasuk,place
ประสงค์,Prasong,place
ประสงค์การแพทย์คลินิก,,"organization, place"
ประสาทสิทธิ์,Prasatsit,place
ประสุข,Prasuk,place
ปรังเผล,Prang Phle,place
ปราก,Prague,place
ปรางค์กู่,Prang Ku,place
ปรางหมู่,Prang Mu,place
ปราจีนบุรี,Prachin Buri,place
ปราณบุรี,Pran Buri,place
ปราณบุรี,Pran Buri,place
ปราสาท,Prasat,place
ปราสาท,Prasat,place
ปราสาททนง,Prasat Thanong,place
ปราสาททอง,Prasat Thong,place
ปราสาทเยอ,Prasat Yoe,place
ปริก,Prik,place
ปริญ สุภารัตน์,Prin Suparat,person
ปรีดี พนมยงค์,,person
ปรือ,Prue,place
ปรือใหญ่,Prue Yai,place
ปรุใหญ่,Pru Yai,place
ปลวกแดง,Pluak Daeng,place
ปลวกแดง,Pluak Daeng,place
ปล้อง,Plong,place
ปล่องหอย,Plong Hoi,place
ปลักแรด,Plak Raet,place
ปลักหนู,Plak Nu,place
ปลากระพงทอดน้ำปลา,,other
ปลาค้าว,Pla Khao,place
ปลาทับทิมลุยสวน,,other
ปลาบ่า,Pla Ba,place
ปลาปาก,Pla Pak,place
ปลาปาก,Pla Pak,place
ปลายกลัด,Plai Klat,place
ปลายนา,Plai Na,place
ปลายบาง,Plai Bang,place
ปลายพระยา,Plai Phraya,place
ปลายพระยา,Plai Phraya,place
ปลายโพงพาง,Plai Phongphang,place
ปลาราดพริก,,other
ปลาร้าทรงเครื่อง,,other
ปลาโหล,Pla Lo,place
ปวดท้องน้อย (ปวดอุ้งเชิงกราน),,other
ปวดท้องประจำเดือน (ปวดท้องเมนส์),,other
ปวดฟัน,,other
ปวนพุ,Puan Phu,place
ป๋วย อึ๊งภากรณ์,,person
ปอ,Po,place
ปองพล อดิเรกสาร,Pongpol Adireksarn,person
ปอดอักเสบ (ปอดบวม),,other
ปอแดง,Po Daeng,place
ปอน,Pon,place
ปอพาน,Po Phan,place
ปอภาร,Po Phan,place
ป้อมปราบศัตรูพ่าย,Pom Prap Sattruphai,place
ปอร์โต-โนโว,Porto-Novo,place
ปอร์โตแปรงซ์,Port-au-Prince,place
ปะกาฮะรัง,Paka Harang,place
ปะคำ,Pakham,place
ปะคำ,Pakham,place
ปะเคียบ,Pakhiap,place
ปะโค,Pakho,place
ปะโด,Podo,place
ปะตง,Patong,place
ปะแต,Patae,place
ปะทิว,Pathio,place
ปะนาเระ,Panare,place
ปะนาเระ,Panare,place
ปะลุกาสาเมาะ,Paluka Samo,place
ปะลุรู,Paluru,place
ปะเสยะวอ,Pase Yawo,place
ปะหลาน,Palan,place
ปะเหลียน,Palian,place
ปะเหลียน,Palian,place
ปะอาว,Pa-Ao,place
ปักกิ่ง,Beijing,place
ปักธงชัย,Pak Thong Chai,place
ปังกู,Pang Ku,place
ปังหวาน,Pang Wan,place
ปัตตานี,Pattani,place
ปัถวี,Patthawi,place
ปันแต,Pantae,place
ปัว,Pua,place
ปัว,Pua,place
ปากกราน,Pak Kran,place
ปากกาง,Pak Kang,place
ปากเกร็ด,Pak Kret,place
ปากเกร็ด,Pak Kret,place
ปากข้าวสาร,Pak Khao San,place
ปากคม,Pak Khom,place
ปากคลอง,Pak Khlong,place
ปากคลองบางปลากด,Pak Khlong Bang Pla Kot,place
ปากคาด,Pak Khat,place
ปากคาด,,place
ปากแคว,,place
ปากจั่น,Pak Chan,place
ปากแจ่ม,Pak Chaem,place
ปากฉลุย,Pak Chalui,place
ปากชม,Pak Chom,place
ปากชม,Pak Chom,place
ปากช่อง,Pak Chong,place
ปากช่อง,Pak Chong,place
ปากดุก,Pak Duk,place
ปากตม,Pak Tom,place
ปากตะโก,Pak Tako,place
ปากแตระ,Pak Trae,place
ปากทรง,Pak Song,place
ปากท่อ,Pak Tho,place
ปากท่อ,Pak Tho,place
ปากทะเล,Pak Thale,place
ปากท่า,Pak Tha,place
ปากทาง,,place
ปากโทก,Pak Thok,place
ปากนกกระจอก (แผลที่มุมปาก),,other
ปากนคร,Pak Nakhon,place
ปากน้ำ,Pak Nam,place
ปากน้ำ,,place
ปากน้ำ,Pak Nam,place
ปากน้ำกระแส,Pak Nam Krasae,place
ปากน้ำปราณ,Pak Nam Pran,place
ปากน้ำโพ,Pak Nam Pho,place
ปากน้ำแหลมสิงห์,Pak Nam Laem Sing,place
ปากบ่อง,Pak Bong,place
ปากบาง,Pak Bang,place
ปากปวน,Pak Puan,place
ปากพนัง,Pak Phanang,place
ปากพนังฝั่งตะวันตก,Pak Phanang Fang Tawan Tok,place
ปากพนังฝั่งตะวันออก,Pak Phanang Fang Tawan Ok,place
ปากพระ,Pak Phra,place
ปากพลี,Pak Phli,place
ปากพลี,Pak Phli,place
ปากพะยูน,Pak Phayun,place
ปากพะยูน,Pak Pha Yun,place
ปากพูน,Pak Phun,place
ปากเพรียว,Pak Phriao,place
ปากแพรก,Pak Phraek,place
ปากรอ,Pak Ro,place
ปากแรต,Pak Raet,place
ปากล่อ,Pak Lo,place
ป่ากลาง,Pa Klang,place
ปากหมัน,Pak Man,place
ปากหมาก,Pak Mak,place
ป่ากอ,Pa Ko,place
ป่าก่อ,Pa Ko,place
ป่าก่อดำ,Pa Ko Dam,place
ป่ากุมเกาะ,Pa Kum Ko,place
ปากู,Pa Ku,place
ป่าแก่บ่อหิน,Pa Kae Bo Hin,place
ปาโกปาโก,Pago Pago,place
ป่าไก่,Pa Kai,place
ป่าขะ,Pa Kha,place
ป่าขาด,Pa Khat,place
ป่าคลอก,Pa Khlok,place
ป่าคา,Pa Kha,place
ป่าคาย,Pa Khai,place
ป่าคาหลวง,Pa Kha Luang,place
ปางกู่,Pang Ku,place
ปางตาไว,Pang Ta Wai,place
ปางมะค่า,Pang Makha,place
ปางมะผ้า,Pang Mapha,place
ปางมะผ้า,Pang Mapha,place
ปางศิลาทอง,Pang Sila Thong,place
ปางสวรรค์,Pang Sawan,place
ปางหมู,Pang Mu,place
ปางหินฝน,Pang Hin Fon,place
ป่างิ้ว,Pa Ngio,place
ป่าแงะ,Pa Ngae,place
ป่าชัน,Pa Chan,place
ป่าชิง,Pa Ching,place
ป่าซาง,Pa Sang,place
ป่าซาง,Pa Sang,place
ป่าเซ่า,Pa Sao,place
ปาณิสรา อารยะสกุล,Panisara Arayaskul,person
ปาดังเบซาร์,Pa Dangbesa,place
ป่าเด็ง,Pa Deng,place
ป่าแดง,Pa Daeng,place
ป่าแดด,Pa Daet,place
ป่าแดด,Pa Daet,place
ป่าตอง,Patong,place
ป่าตัน,Pa Tan,place
ป่าตาล,Pa Tan,place
ป่าติ้ว,Pa Tio,place
ป่าตึง,Pa Tueng,place
ป่าตุ้ม,Pa Tum,place
ปานัน,Pa Nan,place
ปานามาซิตี,Panama City,place
ป่าบง,Pa Bong,place
ป่าบอน,Pa Bon,place
ป่าบอน,Pa Bon,place
ป่าปอ,Pa Po,place
ป่าป้อง,Pa Pong,place
ปาเปเอเต,Papeete,place
